,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PSMB8-AS1,6.11E-151,1.075868751,0.183,0.063,3.39E-146,4,PSMB8-AS1
CNKSR1,1.86E-206,1.074882796,0.197,0.058,1.03E-201,4,CNKSR1
LHPP,1.02E-154,1.055744472,0.21,0.077,5.69E-150,4,LHPP
ATP5ME1,3.60E-226,1.054153342,0.492,0.257,2.00E-221,4,ATP5ME
TRAPPC5,7.03E-125,1.054007924,0.162,0.057,3.90E-120,4,TRAPPC5
IGLV1-51,1.50E-56,1.051874868,0.208,0.113,8.31E-52,4,IGLV1-51
MESD1,6.60E-195,1.04071996,0.382,0.178,3.66E-190,4,MESD
IGLV1-401,2.92E-54,1.039843473,0.243,0.139,1.62E-49,4,IGLV1-40
ATP5MC11,4.94E-184,1.035402447,0.428,0.222,2.74E-179,4,ATP5MC1
ADAM19,7.25E-251,1.032215935,0.308,0.107,4.02E-246,4,ADAM19
MMP24OS1,2.75E-109,1.020476478,0.189,0.079,1.53E-104,4,MMP24OS
NIPSNAP2,9.55E-114,1.018772887,0.161,0.06,5.30E-109,4,NIPSNAP2
NXPE3,1.53E-282,1.018678788,0.356,0.128,8.51E-278,4,NXPE3
ATP5PD1,2.48E-212,1.00839908,0.394,0.18,1.38E-207,4,ATP5PD
COPS91,1.57E-203,1.004565169,0.404,0.192,8.72E-199,4,COPS9
HIKESHI1,6.45E-144,1.002297708,0.244,0.102,3.58E-139,4,HIKESHI
IGLV1-44,1.58E-39,0.995476576,0.216,0.131,8.79E-35,4,IGLV1-44
AC007569.1,1.43E-113,0.984823238,0.155,0.057,7.94E-109,4,AC007569.1
SASH3,2.20E-236,0.973307984,0.279,0.094,1.22E-231,4,SASH3
RTRAF1,1.98E-209,0.971826627,0.405,0.191,1.10E-204,4,RTRAF
CNP,6.62E-206,0.970362059,0.263,0.092,3.67E-201,4,CNP
CD74,0,0.966751449,0.982,0.892,0,4,CD74
CLEC2D,3.99E-210,0.96593847,0.234,0.075,2.21E-205,4,CLEC2D
PSMA6,5.07E-220,0.963282919,0.346,0.142,2.82E-215,4,PSMA6
BUD231,3.61E-168,0.961456464,0.368,0.179,2.01E-163,4,BUD23
RTF21,6.90E-163,0.960057657,0.244,0.095,3.83E-158,4,RTF2
RCBTB2,3.46E-146,0.954427441,0.172,0.058,1.92E-141,4,RCBTB2
TRIR1,5.76E-207,0.945277292,0.455,0.231,3.20E-202,4,TRIR
SELENOF1,1.79E-207,0.941928409,0.427,0.207,9.96E-203,4,SELENOF
ERG281,5.32E-105,0.940377789,0.2,0.087,2.96E-100,4,ERG28
CDC25B,3.34E-158,0.939275603,0.2,0.07,1.85E-153,4,CDC25B
PIK3CD-AS2,1.45E-132,0.935907398,0.18,0.066,8.06E-128,4,PIK3CD-AS2
BAK1,3.13E-197,0.935727713,0.253,0.089,1.74E-192,4,BAK1
IGLV2-8,1.73E-28,0.932001902,0.223,0.145,9.62E-24,4,IGLV2-8
FKBP1A,2.64E-302,0.928979824,0.617,0.303,1.47E-297,4,FKBP1A
RAB24,2.83E-160,0.928187721,0.294,0.128,1.57E-155,4,RAB24
ATP5MPL1,1.93E-151,0.927890745,0.376,0.197,1.07E-146,4,ATP5MPL
COA41,1.93E-153,0.927817248,0.215,0.08,1.07E-148,4,COA4
FAM30A1,8.92E-59,0.926216274,0.213,0.12,4.95E-54,4,FAM30A
TRIO,9.96E-110,0.925679936,0.16,0.06,5.53E-105,4,TRIO
CD99,8.60E-272,0.924239515,0.642,0.35,4.77E-267,4,CD99
CENPX,4.74E-142,0.92352568,0.21,0.081,2.63E-137,4,CENPX
SLIRP1,9.92E-216,0.9186982,0.386,0.171,5.51E-211,4,SLIRP
HLA-DQB1,1.94E-275,0.913913023,0.388,0.148,1.08E-270,4,HLA-DQB1
HLA-DQA1,2.21E-235,0.910878442,0.278,0.092,1.23E-230,4,HLA-DQA1
PSPH,3.03E-136,0.908644343,0.164,0.055,1.68E-131,4,PSPH
RAB29,1.89E-163,0.901889757,0.165,0.05,1.05E-158,4,RAB29
DEF8,7.37E-184,0.896846113,0.367,0.166,4.09E-179,4,DEF8
LAPTM5,4.76E-249,0.894673604,0.416,0.175,2.64E-244,4,LAPTM5
PPIA,1.75E-256,0.879757532,0.842,0.638,9.73E-252,4,PPIA
pP111,7.83E-19,0.878256572,0.391,0.423,4.35E-14,4,pP11
SELENOS1,1.78E-161,0.878001647,0.531,0.331,9.87E-157,4,SELENOS
RP11-16E12.2,8.83E-40,0.876461644,0.152,0.088,4.90E-35,4,RP11-16E12.2
CORO1A,1.19E-247,0.87646097,0.538,0.263,6.62E-243,4,CORO1A
GPX71,8.58E-207,0.874184568,0.33,0.132,4.77E-202,4,GPX7
IDH2,3.51E-289,0.870595925,0.73,0.42,1.95E-284,4,IDH2
DCPS,8.57E-271,0.869827384,0.528,0.241,4.76E-266,4,DCPS
TUT41,2.85E-126,0.865880253,0.246,0.108,1.58E-121,4,TUT4
SELPLG,1.52E-188,0.862025246,0.309,0.126,8.42E-184,4,SELPLG
SELENOT1,3.72E-192,0.860746306,0.438,0.22,2.07E-187,4,SELENOT
IL15RA,1.10E-132,0.860644852,0.161,0.054,6.08E-128,4,IL15RA
TIMM8B,1.19E-281,0.856197663,0.544,0.246,6.60E-277,4,TIMM8B
LCP1,5.67E-255,0.851148767,0.276,0.088,3.15E-250,4,LCP1
pT12,2.79E-21,0.849968442,0.226,0.171,1.55E-16,4,pT12
ATP5F1D,6.40E-163,0.847853051,0.501,0.3,3.55E-158,4,ATP5F1D
PPP4R3A,2.38E-97,0.845844166,0.163,0.065,1.32E-92,4,PPP4R3A
IRF7,1.20E-237,0.835471251,0.583,0.301,6.68E-233,4,IRF7
SAMD9L1,2.08E-236,0.833114872,0.318,0.114,1.15E-231,4,SAMD9L
HMBS,1.73E-118,0.830157886,0.2,0.081,9.63E-114,4,HMBS
DNM2,4.21E-225,0.828419602,0.327,0.125,2.34E-220,4,DNM2
CMTM7,2.39E-135,0.828085652,0.313,0.149,1.33E-130,4,CMTM7
HLA-A,0,0.822032047,0.964,0.846,0,4,HLA-A
MT-ND4L,4.67E-28,0.820032806,0.622,0.619,2.60E-23,4,MT-ND4L
APOBEC3G,2.57E-252,0.818185816,0.465,0.204,1.43E-247,4,APOBEC3G
ITGB1BP1,4.10E-174,0.817732515,0.249,0.092,2.27E-169,4,ITGB1BP1
SMIM261,8.76E-164,0.817598403,0.366,0.176,4.87E-159,4,SMIM26
PTTG1,2.35E-112,0.811486966,0.15,0.053,1.30E-107,4,PTTG1
TMSB10,4.08E-156,0.807722076,0.98,0.93,2.26E-151,4,TMSB10
AQP3,6.99E-128,0.804839152,0.55,0.347,3.88E-123,4,AQP3
MTG1,4.75E-178,0.802140012,0.231,0.083,2.64E-173,4,MTG1
METTL261,6.11E-140,0.799075586,0.309,0.146,3.39E-135,4,METTL26
NDUFAF81,4.52E-142,0.79866169,0.316,0.15,2.51E-137,4,NDUFAF8
SMIM271,1.21E-75,0.796069132,0.155,0.069,6.74E-71,4,SMIM27
ATP5IF11,6.31E-161,0.790782006,0.454,0.248,3.50E-156,4,ATP5IF1
CYREN,1.36E-86,0.782519344,0.152,0.063,7.53E-82,4,CYREN
ARF5,1.07E-180,0.781699497,0.359,0.161,5.95E-176,4,ARF5
MIR4435-2HG1,4.25E-261,0.778331361,0.284,0.092,2.36E-256,4,MIR4435-2HG
IGLV3-1,1.08E-10,0.775291695,0.374,0.294,5.99E-06,4,IGLV3-1
pEpip18 (G2 phase)1,2.94E-10,0.774968032,0.378,0.402,1.63E-05,4,pEpip18 (G2 phase)
HIST1H1E,7.96E-91,0.771976632,0.215,0.102,4.42E-86,4,HIST1H1E
CD38,3.23E-223,0.771472269,0.765,0.51,1.79E-218,4,CD38
HSP90B1,7.29E-201,0.769040082,0.98,0.93,4.05E-196,4,HSP90B1
IGHV3-7,4.89E-08,0.768655423,0.215,0.171,0.002714653,4,IGHV3-7
EDEM1,3.46E-232,0.765187296,0.493,0.231,1.92E-227,4,EDEM1
TAP1,3.24E-227,0.760027704,0.527,0.259,1.80E-222,4,TAP1
C17orf49,2.11E-91,0.758952148,0.169,0.072,1.17E-86,4,C17orf49
UQCC3,6.36E-94,0.756089931,0.18,0.078,3.53E-89,4,UQCC3
MYC,1.14E-65,0.755356004,0.166,0.08,6.34E-61,4,MYC
ZBP1,7.72E-230,0.752418024,0.654,0.377,4.29E-225,4,ZBP1
MYBL2,1.30E-116,0.752107398,0.152,0.053,7.25E-112,4,MYBL2
PGC,0,0.920897843,0.574,0.074,0,5,PGC
LIPF,0,1.073831736,0.549,0.057,0,5,LIPF
HSPA1A1,0,1.420094118,0.709,0.296,0,5,HSPA1A
HSPH11,0,2.134746128,0.622,0.226,0,5,HSPH1
TENT5C1,0,1.335046595,0.65,0.297,0,5,TENT5C
DNAJB11,0,1.313917166,0.692,0.377,0,5,DNAJB1
PGA5,0,0.90915627,0.322,0.031,0,5,PGA5
MIR29B2CHG,0,3.575925173,0.357,0.068,0,5,MIR29B2CHG
AC016831.5,0,3.713849234,0.298,0.036,0,5,AC016831.5
SLC5A3,0,1.864651781,0.351,0.112,0,5,SLC5A3
HSPA6,0,1.942682701,0.282,0.068,0,5,HSPA6
HSP90AA1,0,2.560823632,0.882,0.76,0,5,HSP90AA1
HSP90AB1,0,1.52990177,0.84,0.722,0,5,HSP90AB1
NEAT1,0,1.246099696,0.977,0.889,0,5,NEAT1
MT-ND5,0,1.215087918,0.889,0.837,0,5,MT-ND5
IGHA1,0,2.814009063,0.926,0.917,0,5,IGHA1
MT-ATP6,0,1.636722413,0.895,0.887,0,5,MT-ATP6
MALAT11,0,1.605144826,0.996,0.991,0,5,MALAT1
MT-CYB,0,1.185483064,0.895,0.89,0,5,MT-CYB
MT-ND4,0,1.423459602,0.895,0.892,0,5,MT-ND4
MT-CO2,0,1.139251579,0.897,0.896,0,5,MT-CO2
MT-CO3,0,1.156276472,0.896,0.895,0,5,MT-CO3
HSPA1B1,2.05E-297,0.798486755,0.722,0.371,1.14E-292,5,HSPA1B
AC016831.1,1.15E-284,3.437859383,0.165,0.03,6.39E-280,5,AC016831.1
MT-ND3,8.79E-280,1.027641756,0.894,0.891,4.88E-275,5,MT-ND3
ATP5F1E1,6.46E-260,0.787352573,0.604,0.263,3.59E-255,5,ATP5F1E
HSPD1,2.53E-241,1.544114228,0.707,0.493,1.40E-236,5,HSPD1
ATP5F1D1,9.73E-234,1.182244238,0.566,0.299,5.40E-229,5,ATP5F1D
AC004687.1,6.13E-231,3.020236126,0.186,0.046,3.40E-226,5,AC004687.1
SELENOS2,1.10E-225,0.892474801,0.638,0.327,6.09E-221,5,SELENOS
DNAJA1,1.87E-225,1.150931715,0.644,0.381,1.04E-220,5,DNAJA1
JUND1,3.28E-217,0.852627308,0.836,0.628,1.82E-212,5,JUND
MT-CO1,6.91E-216,0.973892383,0.895,0.897,3.83E-211,5,MT-CO1
SMAP2,8.97E-212,1.133096934,0.6,0.344,4.98E-207,5,SMAP2
PDE4B1,5.94E-168,1.13944322,0.553,0.324,3.30E-163,5,PDE4B
IGLC2,4.08E-166,2.587425571,0.853,0.703,2.26E-161,5,IGLC2
EZR1,2.61E-161,0.943114092,0.701,0.474,1.45E-156,5,EZR
AC058791.1,7.60E-155,1.451729747,0.195,0.062,4.22E-150,5,AC058791.1
COBLL1,9.33E-154,1.149431662,0.488,0.28,5.18E-149,5,COBLL1
BAG31,2.37E-134,1.386790818,0.212,0.079,1.32E-129,5,BAG3
ANKRD11,5.20E-132,1.015107472,0.443,0.248,2.89E-127,5,ANKRD11
IRF1,3.29E-129,0.92514187,0.594,0.388,1.83E-124,5,IRF1
RYBP,1.36E-128,1.075181908,0.306,0.141,7.56E-124,5,RYBP
NOP531,1.40E-127,0.840769534,0.488,0.289,7.77E-123,5,NOP53
ATF31,1.19E-125,1.181111706,0.413,0.228,6.62E-121,5,ATF3
FAM214A1,1.61E-118,1.804930068,0.242,0.109,8.94E-114,5,FAM214A
ADA22,5.16E-111,1.516225047,0.333,0.189,2.87E-106,5,ADA2
FAM107B,1.30E-109,0.953472708,0.452,0.268,7.20E-105,5,FAM107B
NABP1,2.16E-107,1.187375507,0.29,0.141,1.20E-102,5,NABP1
DNAJB41,1.57E-104,1.071521284,0.266,0.124,8.71E-100,5,DNAJB4
IGLC3,2.75E-102,2.238619558,0.73,0.577,1.53E-97,5,IGLC3
GOLGB1,6.84E-99,0.899431862,0.51,0.336,3.80E-94,5,GOLGB1
AC020916.11,7.16E-97,1.587935797,0.206,0.092,3.98E-92,5,AC020916.1
RAPGEF11,1.20E-93,1.214476859,0.328,0.18,6.67E-89,5,RAPGEF1
ZFAND2A1,7.95E-90,1.451377963,0.308,0.174,4.42E-85,5,ZFAND2A
OGA1,2.23E-87,1.835475867,0.221,0.109,1.24E-82,5,OGA
ATP5ME2,1.13E-85,0.8573528,0.418,0.27,6.29E-81,5,ATP5ME
IGKC,1.25E-85,1.940743167,0.934,0.927,6.96E-81,5,IGKC
AREG1,5.68E-85,1.384057343,0.288,0.157,3.15E-80,5,AREG
CHORDC1,1.70E-82,1.119331554,0.218,0.103,9.46E-78,5,CHORDC1
BACH1,8.63E-75,1.072821218,0.314,0.188,4.79E-70,5,BACH1
KDM6B,1.55E-69,0.757793779,0.245,0.128,8.62E-65,5,KDM6B
THUMPD3-AS11,2.73E-62,1.65931868,0.186,0.097,1.52E-57,5,THUMPD3-AS1
ATP5MPL2,1.28E-58,0.836474988,0.32,0.206,7.12E-54,5,ATP5MPL
TNFAIP31,3.69E-58,0.755643724,0.394,0.27,2.05E-53,5,TNFAIP3
TUT42,1.59E-53,1.749509441,0.201,0.116,8.83E-49,5,TUT4
MXD1,4.95E-53,0.944586181,0.194,0.104,2.75E-48,5,MXD1
MDM2,1.87E-51,0.873996454,0.294,0.184,1.04E-46,5,MDM2
ATP5PO1,7.26E-47,0.905912574,0.208,0.122,4.03E-42,5,ATP5PO
PIK3CG,1.08E-42,0.934179909,0.218,0.13,6.00E-38,5,PIK3CG
FAM30A2,1.54E-42,1.105966353,0.206,0.123,8.56E-38,5,FAM30A
IGHG31,3.71E-40,1.060530011,0.48,0.339,2.06E-35,5,IGHG3
DENND4A1,1.80E-39,0.919396154,0.17,0.096,9.99E-35,5,DENND4A
ITPR2,2.13E-39,0.865959445,0.194,0.114,1.18E-34,5,ITPR2
ATP5MC12,1.33E-37,0.767583405,0.321,0.236,7.37E-33,5,ATP5MC1
RAPGEF2,2.79E-37,0.757495512,0.21,0.128,1.55E-32,5,RAPGEF2
LINC014801,4.20E-37,1.516328129,0.171,0.101,2.33E-32,5,LINC01480
JMY,4.31E-36,0.756994646,0.221,0.139,2.39E-31,5,JMY
MESD2,2.86E-28,1.003003029,0.259,0.194,1.59E-23,5,MESD
SYAP1,1.24E-26,0.927638869,0.298,0.221,6.87E-22,5,SYAP1
REX1BD1,1.50E-26,0.79202234,0.301,0.234,8.31E-22,5,REX1BD
IGHG42,1.08E-25,1.12201922,0.323,0.238,6.02E-21,5,IGHG4
IGHM,2.34E-25,2.366153225,0.495,0.387,1.30E-20,5,IGHM
IGLC7,3.20E-25,2.982578628,0.152,0.22,1.78E-20,5,IGLC7
ICAM11,5.50E-21,0.855250872,0.174,0.119,3.05E-16,5,ICAM1
AC007952.42,7.02E-16,0.817136576,0.208,0.153,3.90E-11,5,AC007952.4
CYBC12,8.38E-16,1.153690085,0.201,0.159,4.65E-11,5,CYBC1
NDUFAF82,1.61E-13,0.966735382,0.201,0.164,8.96E-09,5,NDUFAF8
Z93241.11,8.77E-13,1.138325702,0.156,0.117,4.87E-08,5,Z93241.1
FBH12,8.92E-10,1.158452146,0.16,0.131,4.95E-05,5,FBH1
CXCR41,0,2.653545528,0.835,0.24,0,6,CXCR4
CD521,0,2.53980476,0.795,0.238,0,6,CD52
IL32,0,3.884935588,0.541,0.066,0,6,IL32
LAPTM51,0,2.663790116,0.641,0.177,0,6,LAPTM5
CD69,0,1.520189094,0.691,0.237,0,6,CD69
LTB,0,4.528057845,0.487,0.034,0,6,LTB
CD3D,0,5.052257511,0.46,0.023,0,6,CD3D
TRBC2,0,4.549392921,0.461,0.038,0,6,TRBC2
HLA-DPB1,0,3.052404586,0.521,0.123,0,6,HLA-DPB1
HLA-DRA,0,2.7055714,0.584,0.187,0,6,HLA-DRA
PTPRC,0,2.40582574,0.584,0.19,0,6,PTPRC
CD3E,0,5.311414775,0.406,0.014,0,6,CD3E
CORO1A1,0,1.722027276,0.664,0.272,0,6,CORO1A
EVL,0,2.501535351,0.514,0.123,0,6,EVL
CCL5,0,3.871491137,0.458,0.069,0,6,CCL5
IL7R,0,5.253977298,0.393,0.018,0,6,IL7R
CD7,0,4.992280848,0.389,0.019,0,6,CD7
HCST1,0,2.012284119,0.53,0.173,0,6,HCST
ID2,0,2.830564389,0.454,0.098,0,6,ID2
KLRB1,0,5.18642974,0.365,0.018,0,6,KLRB1
pT121,0,2.746775314,0.5,0.16,0,6,pT12
FYB1,0,5.798518173,0.347,0.009,0,6,FYB1
CD2,0,5.862626942,0.345,0.01,0,6,CD2
COTL11,0,2.399526181,0.446,0.116,0,6,COTL1
ALOX5AP,0,3.144422862,0.403,0.077,0,6,ALOX5AP
pB05,0,3.789857088,0.35,0.04,0,6,pB05
FYN,0,4.485271092,0.313,0.018,0,6,FYN
CD3G,0,5.961159864,0.296,0.006,0,6,CD3G
LCK,0,4.863336942,0.296,0.015,0,6,LCK
CLEC2D1,0,2.602945578,0.358,0.078,0,6,CLEC2D
REL,0,3.056140219,0.327,0.05,0,6,REL
NKG7,0,4.392503904,0.302,0.025,0,6,NKG7
TRAC,0,4.164173601,0.313,0.039,0,6,TRAC
ANXA1,0,3.782182613,0.303,0.042,0,6,ANXA1
PIK3IP1,0,3.14196934,0.307,0.049,0,6,PIK3IP1
MS4A1,0,3.566734568,0.289,0.033,0,6,MS4A1
GZMA,0,5.034281319,0.264,0.014,0,6,GZMA
SLC2A3,0,2.745289711,0.312,0.064,0,6,SLC2A3
HOPX,0,3.835449624,0.26,0.028,0,6,HOPX
CST7,0,4.556589474,0.24,0.014,0,6,CST7
DEK,0,2.936101047,0.252,0.027,0,6,DEK
ETS1,0,3.124942943,0.27,0.05,0,6,ETS1
CD96,0,5.06391888,0.217,0.007,0,6,CD96
GIMAP7,0,5.222281237,0.216,0.006,0,6,GIMAP7
SLA,0,2.772215554,0.244,0.039,0,6,SLA
AC092580.4,0,6.163403046,0.206,0.003,0,6,AC092580.4
SPOCK2,0,4.268123023,0.203,0.016,0,6,SPOCK2
RIPOR2,0,3.419569328,0.215,0.03,0,6,RIPOR2
HLA-DMB,0,3.610294989,0.197,0.019,0,6,HLA-DMB
KLRD1,0,4.99647059,0.184,0.007,0,6,KLRD1
GPR171,0,5.748083473,0.181,0.004,0,6,GPR171
CD247,0,4.762236391,0.175,0.008,0,6,CD247
RP11-796E2.4,0,2.51079627,0.179,0.019,0,6,RP11-796E2.4
LCP2,0,3.556824599,0.179,0.021,0,6,LCP2
pB10,0,4.325809705,0.173,0.015,0,6,pB10
CD8A,0,5.451242592,0.162,0.005,0,6,CD8A
PTGER4,0,4.060840143,0.171,0.015,0,6,PTGER4
TRGC2,0,5.94841919,0.155,0.003,0,6,TRGC2
ABI3,0,3.133480053,0.17,0.019,0,6,ABI3
GIMAP4,0,4.534129628,0.155,0.007,0,6,GIMAP4
GZMB,0,4.10463146,0.162,0.015,0,6,GZMB
IRF8,0,3.056371541,0.166,0.019,0,6,IRF8
PRKCH,0,4.6019464,0.151,0.006,0,6,PRKCH
LCP11,6.58E-296,2.695263546,0.358,0.094,3.65E-291,6,LCP1
CD37,3.45E-294,1.662261708,0.692,0.351,1.91E-289,6,CD37
BTG1,2.51E-293,1.001506025,0.943,0.754,1.40E-288,6,BTG1
TRIM22,3.31E-289,2.552445775,0.192,0.028,1.84E-284,6,TRIM22
HLA-DRB11,2.59E-284,2.160515973,0.506,0.188,1.44E-279,6,HLA-DRB1
ARHGDIB,1.25E-270,1.306549763,0.776,0.442,6.96E-266,6,ARHGDIB
pEpi21 (S phase)1,1.30E-262,1.953002977,0.555,0.248,7.23E-258,6,pEpi21 (S phase)
ARL4C1,1.96E-256,2.545239898,0.284,0.067,1.09E-251,6,ARL4C
CCL41,4.23E-255,2.222910536,0.35,0.096,2.35E-250,6,CCL4
HLA-DQB11,8.61E-254,2.126054575,0.447,0.159,4.78E-249,6,HLA-DQB1
SH3BGRL3,4.28E-247,1.118301971,0.852,0.589,2.38E-242,6,SH3BGRL3
PIP4K2A,3.64E-245,1.993304141,0.298,0.073,2.02E-240,6,PIP4K2A
ACTB,3.69E-242,0.837479432,0.965,0.811,2.05E-237,6,ACTB
GPR183,5.79E-240,1.86448287,0.394,0.123,3.22E-235,6,GPR183
CD83,1.01E-237,2.842558141,0.2,0.037,5.63E-233,6,CD83
GPR65,1.90E-235,2.817166757,0.174,0.028,1.05E-230,6,GPR65
VPREB3,2.30E-227,2.218426745,0.291,0.076,1.28E-222,6,VPREB3
IFITM2,8.95E-222,1.895326343,0.454,0.175,4.97E-217,6,IFITM2
PFN1,6.23E-221,0.90384251,0.883,0.679,3.46E-216,6,PFN1
RUNX3,2.59E-219,2.464154672,0.258,0.063,1.44E-214,6,RUNX3
pEpid032,2.50E-213,1.44240229,0.536,0.236,1.39E-208,6,pEpid03
FCMR,1.41E-212,2.481767973,0.276,0.073,7.83E-208,6,FCMR
LBH,2.58E-212,1.992088368,0.214,0.044,1.43E-207,6,LBH
SELL,5.76E-210,3.63489473,0.151,0.024,3.20E-205,6,SELL
HLA-DPA1,1.68E-204,1.656069881,0.597,0.311,9.33E-200,6,HLA-DPA1
FOXP1,2.85E-199,1.67274288,0.344,0.107,1.58E-194,6,FOXP1
ARPC1B,4.36E-199,1.56195482,0.534,0.245,2.42E-194,6,ARPC1B
pMA031,3.64E-198,1.528496049,0.465,0.187,2.02E-193,6,pMA03
ACAP1,2.46E-197,1.294844789,0.551,0.247,1.37E-192,6,ACAP1
BCL11A,4.01E-193,3.200347814,0.153,0.026,2.23E-188,6,BCL11A
LAT,1.87E-192,2.301612147,0.195,0.041,1.04E-187,6,LAT
TMSB4X,1.13E-188,0.818085499,0.995,0.932,6.26E-184,6,TMSB4X
CFL1,3.07E-187,0.821851343,0.881,0.675,1.71E-182,6,CFL1
STK17A,7.99E-185,1.777341848,0.435,0.182,4.44E-180,6,STK17A
TUBA1A,4.69E-180,2.209010903,0.236,0.062,2.60E-175,6,TUBA1A
ZFAS1,5.07E-178,1.196340064,0.641,0.352,2.81E-173,6,ZFAS1
CELF2,1.02E-177,1.420422868,0.505,0.228,5.64E-173,6,CELF2
LY86,6.17E-174,3.347726986,0.155,0.03,3.43E-169,6,LY86
pEpip04 (S/G2/M phase),2.14E-172,1.413908232,0.592,0.369,1.19E-167,6,pEpip04 (S/G2/M phase)
CBLB,3.79E-172,2.50268375,0.17,0.035,2.10E-167,6,CBLB
SAMSN1,1.44E-170,1.84342266,0.378,0.143,7.98E-166,6,SAMSN1
CCND3,3.92E-167,1.696884201,0.383,0.15,2.18E-162,6,CCND3
S100A4,2.79E-163,1.450012367,0.62,0.351,1.55E-158,6,S100A4
LIMD21,1.45E-162,1.387181018,0.506,0.246,8.07E-158,6,LIMD2
SOCS1,2.30E-161,1.66420956,0.325,0.114,1.27E-156,6,SOCS1
AAK1,2.36E-161,1.813771274,0.274,0.085,1.31E-156,6,AAK1
ZFP36L1,1.04E-160,1.362533951,0.496,0.234,5.79E-156,6,ZFP36L1
pM11 (mregDC)1,1.68E-158,1.480916726,0.597,0.42,9.36E-154,6,pM11 (mregDC)
MYO1F,8.81E-158,2.079272039,0.178,0.04,4.89E-153,6,MYO1F
FKBP5,5.18E-156,1.666308619,0.355,0.134,2.87E-151,6,FKBP5
pP10,1.01E-155,1.374041848,0.596,0.385,5.63E-151,6,pP10
MYL12A,3.34E-155,0.91700809,0.766,0.524,1.85E-150,6,MYL12A
SYTL3,6.77E-155,2.128705321,0.218,0.059,3.76E-150,6,SYTL3
PCSK7,7.63E-154,1.319832488,0.392,0.157,4.24E-149,6,PCSK7
PRKCB,4.49E-153,1.440861316,0.316,0.109,2.49E-148,6,PRKCB
AKNA,1.09E-151,1.434620406,0.335,0.122,6.08E-147,6,AKNA
FCER1G,2.22E-150,2.615467971,0.18,0.044,1.23E-145,6,FCER1G
pP041,4.92E-150,1.328279975,0.601,0.458,2.73E-145,6,pP04
PDLIM2,6.80E-150,2.293839199,0.165,0.037,3.78E-145,6,PDLIM2
pS201,1.59E-148,1.382942526,0.514,0.258,8.81E-144,6,pS20
DCK,1.05E-143,1.983434936,0.152,0.033,5.85E-139,6,DCK
TMC8,1.94E-142,2.189763449,0.18,0.045,1.08E-137,6,TMC8
RHOC,8.63E-142,1.715375218,0.209,0.057,4.79E-137,6,RHOC
STK17B,2.52E-139,1.047531238,0.628,0.364,1.40E-134,6,STK17B
pEpi06 (inflammatory chemokines)1,6.17E-139,1.259828444,0.494,0.247,3.42E-134,6,pEpi06 (inflammatory chemokines)
HLA-DQA11,3.53E-138,1.818869845,0.288,0.103,1.96E-133,6,HLA-DQA1
PRMT91,4.86E-137,1.235720464,0.266,0.086,2.70E-132,6,PRMT9
RCAN3,8.99E-137,1.647805452,0.217,0.062,4.99E-132,6,RCAN3
PPP1R18,2.93E-132,1.773017932,0.284,0.104,1.63E-127,6,PPP1R18
RP5-887A10.1,3.90E-130,1.51427874,0.173,0.042,2.17E-125,6,RP5-887A10.1
pEpip13,4.08E-130,1.939407008,0.15,0.034,2.27E-125,6,pEpip13
RP5-1171I10.5,4.82E-129,1.274624988,0.174,0.043,2.68E-124,6,RP5-1171I10.5
MYH9,9.21E-129,1.760382867,0.342,0.144,5.11E-124,6,MYH9
ARHGAP9,2.34E-126,1.782224321,0.236,0.077,1.30E-121,6,ARHGAP9
COMMD6,3.85E-126,0.769816988,0.769,0.554,2.14E-121,6,COMMD6
CREM,3.03E-125,1.515002957,0.388,0.174,1.68E-120,6,CREM
pM132,5.76E-125,0.818696977,0.434,0.197,3.20E-120,6,pM13
NAP1L11,3.20E-124,0.788803148,0.765,0.531,1.78E-119,6,NAP1L1
ARPC4,3.67E-124,1.148451822,0.384,0.165,2.04E-119,6,ARPC4
SLFN5,2.24E-123,1.955081644,0.154,0.037,1.24E-118,6,SLFN5
CD531,2.36E-123,0.942846259,0.63,0.384,1.31E-118,6,CD53
DENND2D,4.64E-123,2.145279406,0.175,0.048,2.58E-118,6,DENND2D
RP11-347P5.1,3.73E-121,0.842102796,0.257,0.083,2.07E-116,6,RP11-347P5.1
UCP21,1.20E-120,1.368472156,0.436,0.22,6.66E-116,6,UCP2
OXNAD1,2.18E-120,2.651687026,0.155,0.039,1.21E-115,6,OXNAD1
RGS10,2.21E-119,1.511255113,0.34,0.145,1.23E-114,6,RGS10
HMHA1,3.98E-119,1.232867061,0.173,0.045,2.21E-114,6,HMHA1
MYL12B,4.67E-118,0.906945893,0.666,0.434,2.59E-113,6,MYL12B
BCL2A1,5.31E-115,1.960808941,0.17,0.047,2.95E-110,6,BCL2A1
MBP,2.58E-114,1.677835448,0.216,0.07,1.43E-109,6,MBP
pT20 (GZMK),3.80E-114,2.657598497,0.274,0.11,2.11E-109,6,pT20 (GZMK)
C9orf1421,3.91E-113,0.879515503,0.305,0.113,2.17E-108,6,C9orf142
pEpi111,7.41E-113,0.948782988,0.198,0.059,4.12E-108,6,pEpi11
FUS,1.01E-112,0.830941966,0.647,0.404,5.58E-108,6,FUS
GPSM3,1.22E-112,1.083147923,0.55,0.331,6.79E-108,6,GPSM3
CCDC109B1,1.23E-112,1.313221358,0.194,0.056,6.84E-108,6,CCDC109B
